GEO_ID_TEX,GEO_ID_DBL,NAME,Total_Population,Total_Male,Total_Female,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E
1500000US360470116002,360470116002,"Block Group 2, Census Tract 116, Kings County, New York",1442,678,764,0,40,64,15,0,5,8,16,52,72,24,107,27,32,50,14,89,0,35,0,28,0,0,20,124,37,24,0,9,0,21,62,17,109,78,35,21,30,33,84,0,10,34,0,16,0
1500000US360470640002,360470640002,"Block Group 2, Census Tract 640, Kings County, New York",739,360,379,27,16,38,0,12,0,3,17,9,40,21,16,0,30,30,22,5,13,5,9,24,15,8,51,31,8,9,9,0,5,0,10,37,16,16,10,19,30,11,13,5,13,40,23,12,11
1500000US360470561001,360470561001,"Block Group 1, Census Tract 561, Kings County, New York",925,425,500,0,18,9,9,0,8,8,7,37,167,29,41,17,17,10,8,0,0,0,9,22,9,0,29,7,9,0,14,0,0,7,78,112,7,38,57,35,0,20,11,37,0,8,31,0,0
1500000US360470355001,360470355001,"Block Group 1, Census Tract 355, Kings County, New York",1510,787,723,20,27,23,75,0,0,14,17,105,69,0,47,85,77,50,33,60,29,9,19,0,20,8,7,7,46,22,0,0,24,0,29,38,121,83,48,88,68,0,10,0,51,35,0,46,0
1500000US360470534004,360470534004,"Block Group 4, Census Tract 534, Kings County, New York",737,367,370,23,58,10,0,0,0,0,9,16,20,24,0,6,22,17,24,33,19,14,18,0,18,36,15,52,0,37,0,26,0,5,52,9,11,0,0,14,39,22,0,0,0,0,18,41,29
1500000US360470401003,360470401003,"Block Group 3, Census Tract 401, Kings County, New York",1175,562,613,19,32,33,43,0,0,0,14,133,11,29,24,67,20,54,8,0,0,0,18,57,0,0,54,6,0,13,37,8,32,59,79,44,20,48,21,38,58,17,0,10,20,31,0,18,0
1500000US360470130002,360470130002,"Block Group 2, Census Tract 130, Kings County, New York",1576,794,782,67,101,34,0,14,0,26,0,44,105,34,71,142,29,18,3,14,17,32,43,0,0,0,122,38,124,33,24,0,9,37,59,42,104,34,23,11,16,32,0,0,46,13,0,0,15
1500000US360470169002,360470169002,"Block Group 2, Census Tract 169, Kings County, New York",1463,442,1021,15,7,19,22,7,0,0,0,23,0,94,73,46,20,0,0,0,0,0,0,63,31,22,159,99,27,8,0,0,0,13,98,111,158,69,31,9,8,0,12,0,15,19,121,20,44
1500000US360470428002,360470428002,"Block Group 2, Census Tract 428, Kings County, New York",1530,798,732,64,59,39,28,15,0,0,0,37,54,42,125,12,77,71,8,18,0,48,26,14,61,0,42,55,15,8,6,5,0,23,60,40,46,81,29,40,47,30,22,15,40,49,43,0,36
1500000US360470185011,360470185011,"Block Group 1, Census Tract 185.01, Kings County, New York",492,260,232,19,0,0,0,0,0,0,8,53,67,42,12,8,8,16,8,8,0,11,0,0,0,0,21,5,4,0,8,7,0,7,28,49,27,12,0,33,0,0,0,10,0,3,18,0,0
1500000US360470395002,360470395002,"Block Group 2, Census Tract 395, Kings County, New York",1594,722,872,38,16,63,50,6,12,18,35,78,41,33,21,48,61,20,30,0,45,30,6,71,0,0,79,6,81,31,59,25,0,14,69,59,100,27,54,64,24,41,0,26,23,9,42,31,8
1500000US360470564002,360470564002,"Block Group 2, Census Tract 564, Kings County, New York",1088,559,529,28,57,43,41,11,0,0,25,21,25,44,36,41,39,38,0,38,8,15,14,12,17,6,57,45,16,5,14,0,20,17,9,20,52,52,56,13,22,32,12,10,20,25,11,21,0
1500000US360470001004,360470001004,"Block Group 4, Census Tract 1, Kings County, New York",1749,853,896,83,37,49,75,16,0,0,0,48,57,22,109,16,20,17,15,44,14,102,32,0,19,78,0,96,0,0,0,0,0,0,46,52,43,64,52,16,17,77,14,28,134,64,130,17,46
1500000US360470493004,360470493004,"Block Group 4, Census Tract 493, Kings County, New York",1789,963,826,0,0,61,289,96,0,18,84,43,95,0,0,28,79,88,0,0,41,0,0,41,0,0,3,75,0,24,0,0,0,0,88,0,61,69,34,63,22,16,16,0,52,158,37,108,0
1500000US360470323001,360470323001,"Block Group 1, Census Tract 323, Kings County, New York",1223,521,702,0,38,0,30,0,0,18,56,100,83,54,17,11,35,25,0,0,0,19,18,7,10,0,50,49,23,13,0,0,26,66,103,90,24,34,52,34,31,12,31,18,39,7,0,0,0
1500000US360470932001,360470932001,"Block Group 1, Census Tract 932, Kings County, New York",1140,482,658,18,0,7,8,0,0,23,30,40,50,18,22,28,25,22,30,21,0,21,46,31,35,7,0,0,8,16,0,9,0,24,51,24,7,15,78,76,36,28,25,28,38,88,6,54,47
1500000US360470300002,360470300002,"Block Group 2, Census Tract 300, Kings County, New York",2566,1195,1371,72,47,43,63,0,36,20,36,161,55,24,71,37,127,143,33,18,37,38,49,37,31,17,91,110,48,20,41,7,11,56,138,69,52,82,65,196,98,49,83,20,0,53,0,73,9
1500000US360471058013,360471058013,"Block Group 3, Census Tract 1058.01, Kings County, New York",1561,425,1136,0,86,0,15,0,0,0,0,0,55,43,0,45,0,0,51,0,33,0,14,0,28,55,105,38,38,0,0,0,0,68,50,14,47,17,93,40,63,0,83,27,13,146,94,43,157
1500000US360470287001,360470287001,"Block Group 1, Census Tract 287, Kings County, New York",1194,610,584,0,0,0,0,31,0,0,110,72,96,26,17,0,66,27,0,64,67,0,0,34,0,0,14,0,38,13,7,0,25,62,63,38,77,0,0,31,141,0,31,0,23,0,21,0,0
1500000US360470421002,360470421002,"Block Group 2, Census Tract 421, Kings County, New York",992,511,481,0,15,10,0,0,0,27,157,81,38,52,13,42,26,0,0,0,0,36,0,0,0,14,46,23,12,0,0,13,0,67,88,33,0,11,14,61,0,0,24,0,0,59,15,15,0
1500000US360470065006,360470065006,"Block Group 6, Census Tract 65, Kings County, New York",1335,615,720,37,39,31,54,0,14,0,0,28,109,128,45,33,63,0,0,34,0,0,0,0,0,0,54,53,0,37,15,20,19,0,61,109,104,77,24,21,65,30,15,0,0,0,0,0,16
1500000US360470556003,360470556003,"Block Group 3, Census Tract 556, Kings County, New York",1011,509,502,65,41,34,34,10,0,0,1,44,54,26,11,73,14,32,0,61,0,0,0,9,0,0,88,34,105,23,12,0,0,0,25,19,55,23,35,8,24,0,19,6,0,15,0,0,11
1500000US360470193002,360470193002,"Block Group 2, Census Tract 193, Kings County, New York",1895,789,1106,0,0,164,49,0,0,0,0,0,44,86,52,128,17,65,52,0,26,22,62,0,22,0,81,36,45,37,0,0,0,0,0,86,31,56,78,81,79,8,14,71,19,151,75,32,126
1500000US360470790004,360470790004,"Block Group 4, Census Tract 790, Kings County, New York",1077,240,837,22,46,0,0,0,0,0,0,0,15,0,19,35,0,30,0,0,13,19,11,0,30,0,79,113,76,73,22,0,0,67,26,63,30,84,75,7,55,0,0,26,0,19,0,22,0
1500000US360470610043,360470610043,"Block Group 3, Census Tract 610.04, Kings County, New York",1707,876,831,29,45,118,0,0,0,0,0,15,138,0,21,26,133,96,30,75,0,57,10,10,15,58,17,51,15,20,0,0,0,0,46,31,92,45,87,97,72,15,0,15,58,24,53,55,38
1500000US360470414011,360470414011,"Block Group 1, Census Tract 414.01, Kings County, New York",936,444,492,124,76,24,0,8,0,0,7,42,49,22,11,27,6,12,0,0,4,6,7,12,5,2,68,45,6,11,0,39,15,18,36,40,2,13,15,59,3,12,0,51,8,15,9,5,22
1500000US360470108001,360470108001,"Block Group 1, Census Tract 108, Kings County, New York",819,377,442,0,46,29,0,0,0,0,32,38,29,0,31,10,55,21,11,18,0,3,10,27,17,0,29,0,38,54,16,0,9,28,32,0,32,9,33,60,21,10,7,4,0,9,19,32,0
1500000US360470830001,360470830001,"Block Group 1, Census Tract 830, Kings County, New York",817,361,456,0,14,92,15,0,0,0,13,0,0,39,60,0,75,0,0,6,0,0,47,0,0,0,0,52,13,41,0,0,0,0,45,0,57,58,70,0,0,6,0,0,71,28,15,0,0
1500000US360470764003,360470764003,"Block Group 3, Census Tract 764, Kings County, New York",1084,573,511,49,19,79,0,28,22,0,35,32,46,21,66,12,67,45,0,44,0,0,0,0,8,0,22,46,29,7,19,14,15,27,13,52,51,50,2,7,75,0,45,0,11,18,8,0,0
1500000US360470840001,360470840001,"Block Group 1, Census Tract 840, Kings County, New York",1284,599,685,0,78,82,11,31,0,0,23,32,7,40,17,65,45,28,4,29,33,18,7,26,0,23,34,0,28,41,13,17,16,6,55,31,71,21,47,49,26,42,24,21,47,36,36,19,5
1500000US360470176002,360470176002,"Block Group 2, Census Tract 176, Kings County, New York",1438,698,740,107,26,88,9,4,0,9,13,63,33,46,48,45,42,53,8,37,22,0,4,36,5,0,15,46,18,25,0,0,0,9,55,97,63,70,38,61,52,6,53,5,28,25,23,23,28
1500000US360470152002,360470152002,"Block Group 2, Census Tract 152, Kings County, New York",964,486,478,24,21,25,0,20,10,16,32,52,26,7,41,6,46,48,11,18,6,34,18,15,0,10,37,12,0,33,9,0,6,11,32,8,15,20,22,59,51,28,24,1,45,0,6,14,45
1500000US360470314002,360470314002,"Block Group 2, Census Tract 314, Kings County, New York",1166,489,677,25,59,50,0,0,0,0,5,13,1,31,29,52,17,22,62,23,22,10,0,50,18,0,30,0,47,8,22,0,0,8,48,24,27,65,50,20,89,2,12,11,87,47,17,0,63
1500000US360470646001,360470646001,"Block Group 1, Census Tract 646, Kings County, New York",1286,615,671,34,62,86,44,38,0,28,19,14,43,63,25,37,30,17,12,6,10,7,14,14,12,0,50,123,97,36,19,0,7,0,14,63,51,52,22,33,30,4,12,8,12,15,11,6,6
1500000US360470421004,360470421004,"Block Group 4, Census Tract 421, Kings County, New York",1495,759,736,44,79,46,7,13,0,0,10,124,90,143,20,65,6,28,10,10,10,21,33,0,0,0,126,25,27,0,0,0,24,77,85,19,105,16,75,51,50,9,0,17,0,30,0,0,0
1500000US360470233002,360470233002,"Block Group 2, Census Tract 233, Kings County, New York",2864,1147,1717,138,91,122,78,101,12,0,70,73,33,36,0,91,74,79,0,0,18,0,77,27,19,8,148,96,84,172,0,33,83,169,85,54,58,170,56,102,151,7,73,65,30,32,36,13,0
1500000US360470094003,360470094003,"Block Group 3, Census Tract 94, Kings County, New York",1626,676,950,69,33,84,15,25,0,28,14,45,61,74,36,0,45,52,55,18,0,22,0,0,0,0,62,115,18,8,0,0,0,74,90,143,86,25,57,54,118,0,15,23,0,31,23,8,0
1500000US360470437002,360470437002,"Block Group 2, Census Tract 437, Kings County, New York",1187,609,578,59,7,48,7,0,0,0,22,86,35,39,63,55,57,46,21,0,0,22,0,15,27,0,37,31,13,7,0,0,0,40,159,100,7,16,14,45,43,0,0,17,0,0,16,18,15
1500000US360470354001,360470354001,"Block Group 1, Census Tract 354, Kings County, New York",2652,1258,1394,0,12,163,45,0,0,0,0,30,0,60,41,155,27,98,31,107,67,147,30,71,67,107,97,12,34,0,43,0,15,49,52,27,81,50,131,0,100,55,120,66,98,171,52,54,87
1500000US360470244001,360470244001,"Block Group 1, Census Tract 244, Kings County, New York",879,469,410,75,40,39,28,11,27,0,9,48,19,8,37,24,15,12,32,14,0,10,8,2,11,0,28,33,28,21,11,6,0,5,33,38,27,36,30,0,20,36,0,3,5,11,14,7,18
1500000US360470044000,360470044000,"Block Group 0, Census Tract 44, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360470207002,360470207002,"Block Group 2, Census Tract 207, Kings County, New York",1487,697,790,80,45,0,41,10,0,11,12,38,78,33,70,39,68,18,81,0,0,57,0,0,16,0,54,11,74,0,0,0,0,30,116,82,42,21,60,51,36,14,129,0,0,54,0,16,0
1500000US360470197004,360470197004,"Block Group 4, Census Tract 197, Kings County, New York",1119,531,588,109,18,12,9,0,1,1,0,11,46,34,92,0,41,40,11,41,7,47,0,10,0,1,11,22,47,27,0,0,0,0,25,87,93,85,42,49,41,0,10,11,0,18,0,0,20
1500000US360470591001,360470591001,"Block Group 1, Census Tract 591, Kings County, New York",1029,545,484,15,0,0,23,0,0,7,14,75,97,115,37,0,73,31,30,0,19,0,0,9,0,0,0,46,0,0,11,8,0,8,121,99,69,8,0,15,53,18,0,11,0,8,0,9,0
1500000US360470561002,360470561002,"Block Group 2, Census Tract 561, Kings County, New York",778,398,380,42,30,9,0,0,0,0,0,44,106,57,9,16,8,20,0,0,21,11,16,0,9,0,25,13,0,0,61,20,0,0,8,80,29,17,8,9,84,0,9,0,0,0,0,0,17
1500000US360470433002,360470433002,"Block Group 2, Census Tract 433, Kings County, New York",898,442,456,31,46,10,9,0,0,0,0,192,46,36,36,0,0,11,0,0,25,0,0,0,0,0,57,33,36,35,6,0,25,57,40,11,64,17,33,20,0,22,0,0,0,0,0,0,0
1500000US360470194003,360470194003,"Block Group 3, Census Tract 194, Kings County, New York",789,353,436,22,0,21,0,0,0,0,10,55,35,8,0,33,69,50,0,24,19,7,0,0,0,0,28,0,1,0,0,0,0,10,0,37,21,20,34,87,64,17,0,10,18,8,0,40,41
1500000US360470818001,360470818001,"Block Group 1, Census Tract 818, Kings County, New York",2327,1162,1165,77,60,88,32,0,22,24,9,84,345,104,60,38,33,0,18,53,62,18,0,0,17,18,0,62,0,23,33,0,0,32,120,158,106,81,63,69,159,34,43,33,53,18,44,18,16
1500000US360470798021,360470798021,"Block Group 1, Census Tract 798.02, Kings County, New York",2575,1366,1209,74,65,142,60,19,49,0,159,149,113,182,82,104,56,58,0,37,0,0,17,0,0,0,38,15,100,49,71,0,12,36,185,133,75,71,181,0,34,78,0,43,13,46,19,0,10
1500000US360471058042,360471058042,"Block Group 2, Census Tract 1058.04, Kings County, New York",882,351,531,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,39,30,130,47,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,16,80,45,222,91
1500000US360470530001,360470530001,"Block Group 1, Census Tract 530, Kings County, New York",1401,723,678,76,38,8,7,11,12,7,6,104,72,35,10,100,40,60,9,28,0,0,72,21,7,0,72,0,12,12,6,0,6,13,153,32,25,75,66,58,46,9,0,20,30,36,0,7,0
1500000US360470090002,360470090002,"Block Group 2, Census Tract 90, Kings County, New York",980,441,539,0,50,11,24,17,0,0,0,29,24,44,43,47,52,25,25,13,0,0,30,0,7,0,22,64,11,22,6,12,6,14,32,75,72,71,6,45,19,19,0,0,0,22,14,7,0
1500000US360470170001,360470170001,"Block Group 1, Census Tract 170, Kings County, New York",1229,640,589,112,37,69,0,0,4,0,7,9,49,88,143,0,8,36,9,32,0,13,8,16,0,0,40,37,0,0,28,0,17,14,25,51,63,114,10,9,47,5,31,18,14,13,0,9,44
1500000US360470210003,360470210003,"Block Group 3, Census Tract 210, Kings County, New York",1278,573,705,0,21,109,5,0,0,10,19,13,51,110,66,14,12,14,0,8,9,6,64,13,0,29,89,25,69,42,0,0,0,27,75,67,104,24,45,4,28,0,19,20,39,0,0,28,0
1500000US360470220001,360470220001,"Block Group 1, Census Tract 220, Kings County, New York",1612,859,753,172,139,56,30,87,0,10,41,45,20,52,79,0,38,8,13,0,0,7,62,0,0,0,212,71,49,37,8,0,54,21,53,49,47,79,0,0,13,0,0,44,0,0,16,0,0
1500000US360470558002,360470558002,"Block Group 2, Census Tract 558, Kings County, New York",1358,669,689,63,56,16,21,15,12,0,13,63,39,69,51,62,32,46,24,25,8,20,22,12,0,0,40,52,62,24,18,0,6,65,18,50,58,20,38,31,74,26,20,15,25,22,0,4,21
1500000US360470510021,360470510021,"Block Group 1, Census Tract 510.02, Kings County, New York",1963,911,1052,87,96,53,43,8,23,9,30,49,80,52,35,60,58,52,49,59,12,12,15,0,29,0,63,73,83,63,39,25,0,78,65,125,43,26,122,65,57,36,23,9,0,27,13,17,0
1500000US360470724002,360470724002,"Block Group 2, Census Tract 724, Kings County, New York",820,315,505,36,7,7,0,9,0,15,17,51,8,22,14,26,7,11,14,18,23,10,14,6,0,0,7,0,32,30,21,15,25,0,26,49,23,5,18,64,69,25,32,16,5,19,5,7,12
1500000US360470652001,360470652001,"Block Group 1, Census Tract 652, Kings County, New York",1121,569,552,58,0,18,44,9,0,0,6,3,77,7,14,62,52,30,30,44,24,30,16,39,6,0,16,6,6,16,0,0,0,13,33,43,13,21,45,75,38,45,25,26,7,35,6,64,19
1500000US360470282002,360470282002,"Block Group 2, Census Tract 282, Kings County, New York",1403,602,801,17,10,32,48,20,0,0,17,41,1,88,19,41,87,45,13,22,42,15,0,36,8,0,99,113,22,20,33,0,0,24,48,63,73,25,30,71,20,0,24,7,33,32,36,7,21
1500000US360470102002,360470102002,"Block Group 2, Census Tract 102, Kings County, New York",2131,1034,1097,74,78,65,25,0,0,0,18,168,237,66,33,56,51,91,5,39,0,11,0,17,0,0,78,52,60,79,0,12,28,63,136,119,85,93,93,88,43,11,11,12,2,5,0,15,12
1500000US360610059001,360610059001,"Block Group 1, Census Tract 59, New York County, New York",1068,550,518,15,0,13,14,0,0,18,0,30,85,29,14,0,14,40,41,42,45,41,13,35,32,29,14,0,0,0,0,0,0,0,49,39,14,13,15,14,49,39,29,0,89,62,0,19,73
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",2013,1206,807,77,0,18,0,0,0,0,80,119,96,0,31,98,0,118,118,41,55,0,141,85,68,61,25,0,20,0,0,0,37,0,50,0,6,39,77,57,69,100,53,22,30,77,19,58,68
1500000US360610211002,360610211002,"Block Group 2, Census Tract 211, New York County, New York",954,538,416,93,0,21,0,0,0,0,97,72,23,57,76,29,46,0,0,0,24,0,0,0,0,0,0,19,0,28,0,0,23,52,22,26,54,28,54,21,26,0,21,0,22,0,0,20,0
1500000US360610132002,360610132002,"Block Group 2, Census Tract 132, New York County, New York",1007,443,564,91,0,48,0,0,0,0,0,0,45,38,49,0,0,51,0,0,121,0,0,0,0,0,0,46,0,0,0,0,0,0,80,0,54,90,97,0,0,48,0,0,103,46,0,0,0
1500000US360610245003,360610245003,"Block Group 3, Census Tract 245, New York County, New York",1913,809,1104,91,0,62,0,0,0,0,63,118,28,0,0,139,0,252,0,0,0,29,27,0,0,0,123,77,0,0,0,0,0,95,298,22,21,65,64,65,110,37,0,79,0,0,48,0,0
1500000US360610114022,360610114022,"Block Group 2, Census Tract 114.02, New York County, New York",775,348,427,49,45,0,0,0,0,0,13,8,0,34,35,13,0,25,18,0,0,8,41,24,17,18,32,7,0,15,4,0,0,9,7,10,50,24,30,24,8,6,16,50,8,0,43,43,41
1500000US360610216003,360610216003,"Block Group 3, Census Tract 216, New York County, New York",1364,502,862,0,0,0,70,0,0,0,13,30,43,70,0,45,113,63,0,15,20,0,20,0,0,0,126,87,0,60,0,14,22,59,39,94,64,0,111,110,0,0,0,25,0,17,0,34,0
1500000US360610106020,360610106020,"Block Group 0, Census Tract 106.02, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360610126006,360610126006,"Block Group 6, Census Tract 126, New York County, New York",1501,578,923,171,0,0,0,0,0,0,0,107,0,106,0,0,0,45,0,0,0,71,38,0,40,0,68,102,0,0,0,0,0,0,36,149,174,0,0,0,83,0,36,138,0,0,74,38,25
1500000US360610048004,360610048004,"Block Group 4, Census Tract 48, New York County, New York",1261,514,747,0,0,0,0,67,34,14,9,44,16,76,0,17,68,19,15,17,0,14,31,0,17,56,0,0,0,0,174,130,25,0,72,17,47,34,0,17,51,0,32,33,31,34,17,17,16
1500000US360610142001,360610142001,"Block Group 1, Census Tract 142, New York County, New York",345,163,182,16,15,0,0,0,0,0,0,0,0,9,0,5,29,0,20,0,0,31,12,21,0,5,0,14,0,13,7,0,0,14,0,0,0,15,15,15,0,18,0,14,0,14,0,0,43
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",3069,1532,1537,129,111,53,11,94,25,62,79,187,73,136,151,162,28,94,46,0,47,22,0,0,0,22,113,51,11,18,197,121,55,84,117,130,180,197,144,38,27,54,0,0,0,0,0,0,0
1500000US360610273003,360610273003,"Block Group 3, Census Tract 273, New York County, New York",2534,1205,1329,74,160,136,15,0,0,0,0,52,101,56,117,158,72,142,16,11,13,14,15,14,0,39,210,45,58,30,0,0,0,0,50,36,153,157,128,91,80,47,73,27,11,41,12,37,43
1500000US360610186001,360610186001,"Block Group 1, Census Tract 186, New York County, New York",2327,1055,1272,17,0,58,24,16,93,210,85,28,45,79,0,0,157,165,51,0,0,27,0,0,0,0,92,62,24,32,49,0,0,65,85,51,38,20,139,86,122,0,35,51,38,70,0,59,154
1500000US360610236004,360610236004,"Block Group 4, Census Tract 236, New York County, New York",3042,936,2106,31,37,40,33,102,0,12,96,26,137,52,20,106,100,33,71,0,0,16,0,16,0,8,161,120,193,0,0,0,14,95,150,143,55,113,130,12,162,45,52,91,72,167,80,71,180
1500000US360610048006,360610048006,"Block Group 6, Census Tract 48, New York County, New York",1034,599,435,32,0,0,0,0,56,26,214,97,0,17,0,0,0,124,0,16,0,0,0,17,0,0,19,0,23,6,27,18,55,81,40,0,0,17,0,48,31,0,42,5,0,0,0,0,23
1500000US360610161004,360610161004,"Block Group 4, Census Tract 161, New York County, New York",1025,464,561,57,0,17,0,0,0,0,0,36,60,51,28,65,0,51,28,18,12,0,13,0,14,14,31,66,22,11,0,0,0,0,28,81,68,69,42,13,48,0,13,0,0,14,27,14,14
1500000US360610291005,360610291005,"Block Group 5, Census Tract 291, New York County, New York",1980,743,1237,0,25,32,22,0,0,64,40,126,0,29,118,71,22,78,47,23,0,0,46,0,0,0,88,130,90,57,0,63,26,133,99,126,25,21,129,97,20,47,0,22,64,0,0,0,0
1500000US360610206001,360610206001,"Block Group 1, Census Tract 206, New York County, New York",1914,896,1018,55,55,166,36,69,6,5,13,70,27,59,19,49,92,66,21,12,0,25,8,0,22,21,85,15,34,51,20,1,22,114,18,113,0,121,50,90,54,36,49,25,9,62,19,0,30
1500000US360610118005,360610118005,"Block Group 5, Census Tract 118, New York County, New York",658,203,455,0,0,22,0,0,0,0,15,21,52,0,0,22,0,25,0,0,0,0,0,46,0,0,0,63,0,0,0,0,131,125,30,1,0,53,0,49,0,0,0,0,0,0,0,0,3
1500000US360610144014,360610144014,"Block Group 4, Census Tract 144.01, New York County, New York",1459,596,863,0,36,40,42,0,0,0,0,59,34,70,43,14,12,117,21,0,0,43,45,0,0,20,114,23,0,43,0,0,0,15,58,213,75,115,25,40,40,12,0,18,0,57,15,0,0
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",1724,689,1035,51,73,55,23,0,0,0,20,7,0,27,52,58,90,74,20,30,11,14,15,19,20,30,14,62,100,49,0,0,0,11,58,56,58,73,161,98,65,9,24,9,35,28,10,38,77
1500000US360610247001,360610247001,"Block Group 1, Census Tract 247, New York County, New York",1380,637,743,0,10,39,45,12,0,0,38,109,58,136,71,34,0,14,16,20,16,0,0,0,0,19,42,66,11,0,0,0,11,11,125,84,48,85,132,0,30,10,31,0,18,0,39,0,0
1500000US360610293001,360610293001,"Block Group 1, Census Tract 293, New York County, New York",1677,739,938,0,20,29,49,28,14,35,19,50,92,41,100,161,55,35,0,11,0,0,0,0,0,0,109,57,48,0,51,0,0,13,206,15,44,26,178,14,0,27,0,52,0,0,29,36,33
1500000US360610243023,360610243023,"Block Group 3, Census Tract 243.02, New York County, New York",1937,634,1303,156,48,69,0,0,12,26,0,0,83,0,0,72,0,36,29,16,25,20,42,0,0,0,21,170,119,65,0,0,0,42,160,117,90,92,64,99,82,58,18,0,5,34,16,51,0
1500000US360610095001,360610095001,"Block Group 1, Census Tract 95, New York County, New York",1748,797,951,32,17,14,0,19,0,0,8,79,153,36,114,88,34,63,0,54,14,23,23,26,0,0,89,57,12,40,0,6,33,79,121,123,29,80,70,53,72,23,0,31,0,33,0,0,0
1500000US360610212003,360610212003,"Block Group 3, Census Tract 212, New York County, New York",1010,512,498,44,32,0,0,0,0,0,0,42,44,0,0,56,104,47,17,0,0,39,18,36,16,17,23,71,0,0,0,0,0,0,8,50,74,19,147,0,24,0,0,0,15,16,17,34,0
1500000US360610061003,360610061003,"Block Group 3, Census Tract 61, New York County, New York",1328,686,642,8,40,0,6,0,0,0,0,56,138,188,63,33,29,11,0,21,11,0,27,55,0,0,10,0,42,0,15,0,4,11,160,18,32,55,32,0,28,53,47,0,30,54,15,15,21
1500000US360610160021,360610160021,"Block Group 1, Census Tract 160.02, New York County, New York",1839,888,951,8,22,79,11,16,0,0,33,75,104,31,52,23,117,55,37,31,8,43,57,51,8,27,74,16,18,40,0,0,0,15,52,113,43,61,74,61,89,24,0,46,18,46,38,61,62
1500000US360610122002,360610122002,"Block Group 2, Census Tract 122, New York County, New York",632,277,355,0,7,35,0,0,0,0,0,20,0,8,21,17,0,47,12,0,11,14,24,16,31,14,57,1,0,0,0,0,0,10,15,7,35,48,1,12,0,26,0,0,0,59,12,0,72
1500000US360610210000,360610210000,"Block Group 0, Census Tract 210, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360610208003,360610208003,"Block Group 3, Census Tract 208, New York County, New York",1696,700,996,11,72,92,0,0,0,0,0,26,126,52,60,68,73,0,0,44,0,43,17,0,0,16,56,0,69,0,0,0,16,42,41,165,211,161,53,47,41,23,13,0,28,0,0,0,30
1500000US360610219004,360610219004,"Block Group 4, Census Tract 219, New York County, New York",416,63,353,0,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,73,0,0,0,14,48,0,0,42,25,14,0,66,0,0,0,0,0,0,55,0,0,16
1500000US360610229002,360610229002,"Block Group 2, Census Tract 229, New York County, New York",1515,927,588,94,54,54,0,0,0,20,62,108,69,69,90,34,39,102,106,0,0,0,0,0,0,26,31,74,0,0,0,0,38,76,126,58,16,18,53,31,19,48,0,0,0,0,0,0,0
1500000US360610090006,360610090006,"Block Group 6, Census Tract 90, New York County, New York",1340,625,715,34,0,30,0,0,0,0,43,146,55,54,0,86,0,31,0,26,0,0,120,0,0,0,0,31,0,19,16,0,20,14,148,52,220,0,0,90,42,0,0,0,0,0,0,26,37
1500000US360610132005,360610132005,"Block Group 5, Census Tract 132, New York County, New York",1633,634,999,0,0,169,0,25,0,0,28,39,0,245,44,0,0,0,84,0,0,0,0,0,0,0,0,183,0,0,0,23,0,0,317,188,168,0,0,0,0,0,0,71,0,0,49,0,0
1500000US360610116001,360610116001,"Block Group 1, Census Tract 116, New York County, New York",1432,677,755,35,30,48,20,15,18,0,25,172,110,65,1,88,16,5,0,1,27,1,0,0,0,0,73,45,16,0,21,67,9,61,118,129,48,22,49,20,28,0,33,0,16,0,0,0,0
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
